WDS,AName,Name,RA,DEC,date,TMP,PA,paerr,Sep,seperr,Dmag,QFLAG,TMP3
11235+0701, BAG 24 AaAb    ,HIP 55605   , 170.8745,   7.0248, 2019.3715 , I  2,    167.9,   0.2,   0.2401,   0.2,     1.3,  ,     -0.0   -0.001 SOAR2019
11238-3829, CHR 241         ,HIP 55628   , 170.9445, -38.4893, 2019.0492 , y  2,     29.5,   1.2,   0.0318,   1.2,     0.0, :,     -5.8   -0.002 Tok2016e
11238-3829, CHR 241         ,HIP 55628   , 170.9445, -38.4893, 2019.3772 , I  2,      2.8,   0.5,   0.0397,   0.5,     0.0,  ,     -2.7   -0.004 Tok2016e
11238-3829, CHR 241         ,HIP 55628   , 170.9440, -38.4902, 2019.9476 , y  2,    330.3,   0.3,   0.0414,   0.3,     0.0,  ,     -3.8   -0.007 Tok2016e
11249-0205, EPI 5           , TYC 4923-201, 171.2359,  -2.0851, 2019.1997 , I  2,    189.7,   1.7,   0.0733,   1.7,     0.0,  ,                           
11250-3200, CHR 242 AaAb   ,HIP 55714   , 171.2450, -31.9995, 2019.9503 , I  2,     91.8,   0.4,   0.1336,   0.4,     1.1, q,     -0.1    0.004 Tok2019c
11253-8457, BRC 4 AaAb     ,HIP 55746   , 171.3252, -84.9546, 2019.5389 , I  2,    172.3,   1.3,   0.0325,   1.3,     0.4,  ,                           
11253-8457, BRC 4 AaAb     ,HIP 55746   , 171.3222, -84.9545, 2019.9531 , I  2,    172.6,   0.2,   0.0413,   0.2,     0.6,  ,                           
11268-5310, I 883           ,HIP 55849   , 171.6971, -53.1599, 2019.3800 , I  2,    240.4,   0.3,   0.2517,   0.3,     1.2, q,      1.2   -0.008 Hrt2010a
11272-1539, HU 462          ,HIP 55875   , 171.7949, -15.6491, 2019.9503 , I  2,     41.4,   0.2,   0.4609,   0.2,     0.4, ast,     -3.2    0.028 Tok2015c
11272-1604, HDS1627 AaAb   ,HIP 55884   , 171.8096, -16.0620, 2019.9503 , I  2,    114.1,   0.1,   0.2309,   0.1,     0.3,  ,     -0.1    0.001 Tok2019c
11279-0142, RST4944         ,HIP 55941   , 171.9737,  -1.6999, 2019.9530 , y  2,    191.8,   0.2,   0.1075,   0.2,     1.8, q,     -7.6   -0.021 Hrt2010a
11283-3908, RST1590         , CD-38 7155  , 172.0722, -39.1276, 2019.5359 , I  2,     60.0,   0.4,   0.3361,   0.4,     0.8, q,                           
11290-2446, B 215           ,HIP 56025   , 172.2443, -24.7669, 2019.2103 , I  2,    198.3,   0.1,   0.5588,   0.1,     0.4, ast,                           
11317-5445, FIN 44          , HD 100252   , 172.9215, -54.7548, 2019.5358 , y  2,    244.7,   0.2,   0.6063,   0.2,     0.2, ast,                           
11318-6205, JSP 488         , HD 100279   , 172.9434, -62.0891, 2019.9530 , I  2,     80.9,   0.1,   0.2025,   0.1,     0.2,  ,                           
11336-4035, I 78            ,HIP 56391   , 173.4047, -40.5866, 2019.5359 , I  2,    103.1,   0.0,   0.4869,   0.0,     0.2,  ,                           
11342+1101, HDS1642 AaB    ,HIP 56429   , 173.5415,  11.0239, 2019.3715 , y  2,    245.1,   0.4,   1.1794,   0.4,     3.5,  ,                           
11342+1101, YSC 43 AaAb    ,HIP 56429   , 173.5415,  11.0239, 2019.3715 , y  2,    162.9,   0.3,   0.0652,   0.3,     1.5,  ,      1.5    0.002 SOAR2019
11344-0021, J 1015          , ADS 8217    , 173.6000,  -0.3348, 2019.1997 , I  2,    241.0,   0.8,   3.8765,   0.8,     0.3, ast,                           
11367-0919, YSC 234         ,HIP 56631   , 174.1695,  -9.3131, 2019.1342 , I  2,    308.3,   1.2,   0.1304,   1.2,     2.0, q,                           
11415-7703,HIP 57027       ,HIP 57027   , 175.3855, -77.0547, 2019.0493 , I  2,     27.4,   0.1,   0.0863,   0.1,     0.1,  ,                           
11420-1701, TOK 384 AaAb   ,HIP 57078   , 175.5107, -17.0165, 2019.2103 , I  2,    181.3,   0.3,   0.1660,   0.3,     2.8,  ,     -1.1   -0.000 Tok2019h
11420-1701, TOK 384 AaAb   ,HIP 57078   , 175.5104, -17.0164, 2019.9503 , I  2,    190.6,   0.1,   0.1852,   0.1,     2.9,  ,      0.3   -0.006 Tok2019h
11420-1701, TOK 384 AaB    ,HIP 57078   , 175.5107, -17.0165, 2019.2103 , I  2,    272.5,   0.7,   1.0023,   0.7,     5.3,  ,                           
11420-1701, TOK 384 AaB    ,HIP 57078   , 175.5104, -17.0164, 2019.9503 , I  2,    272.0,   1.2,   1.0111,   1.2,     5.2,  ,                           
11421-1717, RST3752 AB      , HD 101706   , 175.5245, -17.2847, 2019.9503 , I  2,    291.1,   0.1,   0.1639,   0.1,     0.5, q,                           
11426+0554, EPI 12          ,             , 175.6543,   5.8943, 2019.1997 , I  2,     57.4,   0.7,   2.4618,   0.7,     1.9, ast,                           
11428-3549,HIP 57129       ,HIP 57129   , 175.7005, -35.8159, 2019.9476 , I  2,    211.7,   0.2,   1.2614,   0.2,     2.5, ast,                           
11436-1401, YSC 210         ,HIP 57181   , 175.8923, -14.0200, 2019.2103 , I  2,    219.4,   0.0,   0.1764,   0.0,     0.0,  ,                           
11446-4925, RST9004 AB      ,HIP 57269   , 176.1608, -49.4173, 2019.0492 , I  2,    267.2,   0.1,   0.3333,   0.1,     1.1, q,     -0.1    0.000 SOAR2019
11446-4925, RST9004 AB      ,HIP 57269   , 176.1592, -49.4179, 2019.9476 , I  2,    273.1,   0.1,   0.3525,   0.1,     1.0, q,     -0.2    0.002 SOAR2019
11470-6545, LDS 365 AaAb   ,HIP 57473   , 176.7177, -65.7607, 2019.1342 , I  3,    275.0,   6.7,   0.2476,   6.7,     3.6,  ,                           
11475-3354, HDS1666         ,HIP 57533   , 176.8739, -33.8994, 2019.1399 , I  2,    183.0,   0.7,   0.3817,   0.7,     3.6,  ,                           
11486+1417, BU 603 AB       ,HIP 57606   , 177.1613,  14.2842, 2019.3797 , I  2,    328.7,   0.5,   1.0110,   0.5,     2.3, ast,      0.5    0.004 WSI2015 
11495-1636, TOK 717 AaAb   ,HIP 57660   , 177.3768, -16.6057, 2019.2103 , I  2,    126.1,   0.0,   0.1192,   0.0,     0.5, q,     -0.2    0.002 SOAR2019
11495-1636, TOK 717 AaAb   ,HIP 57660   , 177.3769, -16.6058, 2019.9503 , I  2,    119.9,   0.0,   0.1454,   0.0,     0.5, q,     -0.9   -0.001 SOAR2019
11497-3227, I 1550 AB       ,HIP 57672   , 177.4295, -32.4438, 2019.2103 , I  2,    119.2,   0.1,   0.9766,   0.1,     2.1, ast,                           
11497-3227, I 1550 AB       ,HIP 57672   , 177.4295, -32.4438, 2019.3772 , I  2,    119.2,   0.6,   0.9742,   0.6,     2.1, ast,                           
11500-5948, JSP 501         , HD 307165   , 177.4929, -59.8008, 2019.5388 , I  2,    262.8,   0.6,   0.9128,   0.6,     1.1, q,                           
11515-2138,HIP 57827       ,HIP 57827   , 177.8868, -21.6358, 2019.1399 , I  2,    214.4,   0.8,   0.1098,   0.8,     1.2, q,                           
11515-2138,HIP 57827       ,HIP 57827   , 177.8868, -21.6358, 2019.9503 , I  2,    220.8,   0.8,   0.1052,   0.8,     1.4, q,                           
11520-4357, SEE 137         ,HIP 57860   , 178.0039, -43.9583, 2019.2104 , y  3,    314.3,   0.1,   1.6325,   0.1,     0.3, ast,                           
11520-4357, SEE 137         ,HIP 57860   , 178.0039, -43.9583, 2019.3744 , I  2,    314.1,   0.4,   1.6265,   0.4,     0.6, ast,                           
11520-4357, SEE 137         ,HIP 57860   , 178.0040, -43.9585, 2019.9476 , I  2,    313.9,   0.3,   1.6377,   0.3,     0.3, ast,                           
11525-1408, HDS1676         ,HIP 57894   , 178.1117, -14.1271, 2019.9503 , I  2,     79.9,   0.2,   0.1484,   0.2,     1.1, q,     -1.8   -0.000 Tok2017c
11538-2030, B 1709 AB       , HD 103329   , 178.4592, -20.5047, 2019.1399 , I  2,    227.4,   2.2,   0.6686,   2.2,     1.5,  ,                           
11538-2030, B 1709 AC       , HD 103329   , 178.4592, -20.5047, 2019.1399 , I  2,     46.9,   2.8,   2.8992,   2.8,     6.1,  ,                           
11539+2020, HU 1256         ,HIP 58008   , 178.4670,  20.3362, 2019.2103 , I  2,    355.0,   0.2,   0.2902,   0.2,     1.2, q,                           
11547-1401, TOK 719         ,HIP 58084   , 178.6844, -14.0236, 2019.9503 , I  2,     86.2,   0.4,   0.1144,   0.4,     0.2,  ,                           
11548-4224, I 79            ,HIP 58090   , 178.7014, -42.3950, 2019.5359 , I  2,     88.1,   0.1,   0.3503,   0.1,     0.7, q,                           
11552+1423, HU 1257         ,HIP 58116   , 178.7890,  14.3871, 2019.2103 , I  2,    145.1,   0.1,   0.1726,   0.1,     0.9, q,                           
11565-5046,HIP 58226       ,HIP 58226   , 179.1295, -50.7597, 2019.1394 , I  2,    327.2,   0.6,   0.7521,   0.6,     3.1, q,                           
11596-7813, HJ 4486 AaAb   ,HIP 58484   , 179.9066, -78.2218, 2019.0493 , y  2,    355.8,   0.0,   0.0249,   0.0,    -0.2,  ,                           
11596-7813, HJ 4486 AaAb   ,HIP 58484   , 179.9066, -78.2218, 2019.2104 , y  2,    349.2,   0.5,   0.0256,   0.5,    -0.3,  ,                           
11596-7813, HJ 4486 AaAb   ,HIP 58484   , 179.9060, -78.2219, 2019.9531 , y  2,    296.1,   0.3,   0.0239,   0.3,     0.3,  ,                           
11596-7813, HJ 4486 AaB    ,HIP 58484   , 179.9066, -78.2218, 2019.0493 , y  2,    251.5,   0.2,   0.1826,   0.2,    -0.0,  ,                           
11596-7813, HJ 4486 AaB    ,HIP 58484   , 179.9066, -78.2218, 2019.2104 , y  2,    251.7,   0.3,   0.1818,   0.3,    -0.1,  ,                           
11596-7813, HJ 4486 AaB    ,HIP 58484   , 179.9060, -78.2219, 2019.9531 , y  2,    251.3,   0.6,   0.1843,   0.6,     0.2,  ,                           
12018-3439, I 215           ,HIP 58669   , 180.4420, -34.6503, 2019.3746 , I  2,    324.4,   0.3,   0.2230,   0.3,     0.9, q,      1.0    0.003 Tok2015a
12031-4939, HDS1694         ,HIP 58761   , 180.7663, -49.6539, 2019.0492 , I  2,    131.9,   0.2,   0.1503,   0.2,     2.6, q,                           
12036-3901, SEE 143         ,HIP 58799   , 180.9015, -39.0091, 2019.1399 , I  2,    354.3,   0.1,   0.3684,   0.1,     0.5, q,      3.8    0.031 Tok2014a
12036-3901, SEE 143         ,HIP 58799   , 180.9015, -39.0091, 2019.2075 , I  2,    353.7,   0.2,   0.3648,   0.2,     0.7, q,      3.8    0.029 Tok2014a
12036-3901, SEE 143         ,HIP 58799   , 180.9015, -39.0091, 2019.3746 , I  2,    352.4,   0.1,   0.3613,   0.1,     0.6, q,      4.2    0.030 Tok2014a
12036-3901, SEE 143         ,HIP 58799   , 180.9015, -39.0091, 2019.5359 , I  2,    351.0,   0.0,   0.3572,   0.0,     0.6, q,      4.3    0.031 Tok2014a
12046-6820, HDS1698 AaAb   ,HIP 58884   , 181.1623, -68.3289, 2019.1341 , y  2,    158.9,   0.1,   0.6751,   0.1,     1.8, q,                           
12064-6543, FIN 367 AaAb   ,HIP 59050   , 181.5962, -65.7094, 2019.3800 , I  2,     93.1,   1.1,   0.1499,   1.1,     1.4,  ,      1.8    0.005 Doc2013d
12085-3530, HDS1713         ,HIP 59206   , 182.1332, -35.4952, 2019.3746 , I  2,    108.1,   0.4,   0.1346,   0.4,     0.2,  ,                           
12089+2147, HDS1714 AaAb   ,HIP 59233   , 182.2277,  21.7887, 2019.2103 , I  2,    196.7,   0.5,   0.1144,   0.5,     1.8, q,                           
12096-6727, HDS1716         ,HIP 59281   , 182.4092, -67.4541, 2019.1341 , y  2,     54.4,   0.4,   0.0768,   0.4,     2.5,  ,      1.8    0.001 Tok2019c
12096-6727, HDS1716         ,HIP 59281   , 182.4092, -67.4541, 2019.5386 , I  2,     59.2,   1.1,   0.0732,   1.1,     2.1,  ,      1.0   -0.004 Tok2019c
12114-1647, S 634 AB        ,HIP 59426   , 182.8455, -16.7909, 2019.3747 , I  1,    301.5,   0.3,   4.6150,   0.3,     1.6, ast,                           
12114-1647, S 634 AaAb     ,HIP 59426   , 182.8455, -16.7909, 2018.2522 , y  4,     70.5,   1.4,   0.0267,   1.4,     0.9,  ,                           
12114-1647, S 634 AaAb     ,HIP 59426   , 182.8455, -16.7909, 2019.2103 , y  2,     57.9,   0.2,   0.0228,   0.2,     0.7,  ,                           
12114-1647, S 634 AaAb     ,HIP 59426   , 182.8455, -16.7909, 2019.3747 , y  2,     45.3,   0.6,   0.0191,   0.6,     0.0,  ,                           
12116-7111, ELP 29          , HD 105923   , 182.9089, -71.1767, 2019.5389 , I  2,    145.7,   8.0,   1.9999,   8.0,     5.5, ast,                           
12117-1034, HDS1720         ,HIP 59452   , 182.9180, -10.5706, 2019.1342 , I  2,    224.1,   0.5,   0.3700,   0.5,     2.3, q,                           
12120+0520, YSC 235         ,HIP 59479   , 182.9939,   5.3413, 2019.2103 , I  2,     53.3,   0.2,   0.0791,   0.2,     0.1,  ,                           
12120+0520, YSC 235         ,HIP 59479   , 182.9939,   5.3413, 2019.2103 , y  2,     52.8,   0.3,   0.0779,   0.3,     0.0,  ,                           
12134-4005, I 1551          ,HIP 59606   , 183.3511, -40.0788, 2019.5359 , I  2,     48.5,   0.3,   1.2616,   0.3,     0.6, ast,                           
12147-2447, B 222           ,HIP 59707   , 183.6755, -24.7752, 2019.3747 , I  2,    106.9,   3.7,   4.2926,   3.7,     4.4, ast,                           
12157-8047, FIN 195         ,HIP 59798   , 183.9364, -80.7847, 2019.3744 , I  2,     57.0,   0.2,   0.1129,   0.2,     1.0, q,                           
12180-4907, HDS1731         ,HIP 59978   , 184.5062, -49.1208, 2019.1394 , I  2,     40.0,   1.6,   0.1125,   1.6,     2.3, :,                           
12186-1424, YSC 44          ,HIP 60022   , 184.6475, -14.4072, 2019.2103 , y  2,     79.7,   0.1,   0.0648,   0.1,     0.0,  ,                           
12193-5917, RST4496         ,HIP 60090   , 184.8371, -59.2912, 2019.1395 , I  2,    169.7,   0.5,   0.0520,   0.5,     0.0, :,                           
12199-0040, MCA 37          ,HIP 60129   , 184.9766,  -0.6668, 2019.3797 , I  2,    272.4,   2.6,   0.0828,   2.6,     2.0,  ,      1.5   -0.004 Sod1999 
12204-7407, KOH 93          , RX J1220-74 , 185.0908, -74.1276, 2019.5389 , I  2,     13.3,   2.0,   0.2479,   2.0,     1.7, :,                           
12213-3033, TOK 789         ,HIP 60252   , 185.3147, -30.5555, 2019.1399 , I  2,    184.7,   2.0,   0.4847,   2.0,     4.1,  ,                           
12250-0414, TOK 400         ,HIP 60574   , 186.2457,  -4.2256, 2019.1342 , I  2,    260.3,   1.8,   0.0797,   1.8,     2.5,  ,      4.4    0.002 Tok2019c
12250-0414, TOK 400         ,HIP 60574   , 186.2457,  -4.2256, 2019.2103 , I  2,    252.5,   0.2,   0.0823,   0.2,     2.4,  ,      1.1    0.006 Tok2019c
12255-7602, HDS1746         ,HIP 60624   , 186.3728, -76.0416, 2019.1338 , I  2,    101.7,   0.7,   0.3224,   0.7,     2.5, q,                           
12283-6146, CPO 12 AB       ,HIP 60845   , 187.0703, -61.7657, 2019.1395 , I  2,    186.3,   0.5,   2.1496,   0.5,     2.5,  ,      2.2    0.055 Tok2018h
12283-6146, RST4499 BC      ,HIP 60845   , 187.0700, -61.7662, 2019.1395 , I  2,     60.8,   2.0,   0.1801,   2.0,    -0.3,  ,    -11.3    0.011 Tok2018h
12290+0826, WSI 113         ,HIP 60910   , 187.2400,   8.4255, 2019.1342 , I  2,    170.8,   0.6,   0.1608,   0.6,     1.5, q,      0.8    0.006 AST2016 
12301-0653, A 2780 AaAb    , HD 108808   , 187.5375,  -6.8846, 2019.5359 , I  2,    354.5,   0.8,   0.0455,   0.8,     0.0,  ,     -0.6    0.000 Tok2019h
12301-1324, BU 28 AB        ,HIP 60994   , 187.5199, -13.3932, 2019.5359 , I  2,    349.0,   0.1,   2.1278,   0.1,     2.5, ast,      0.1   -0.014 Msn2017a
12314-5659, RST2802         , HD 108938   , 187.8482, -56.9772, 2019.5358 , I  2,     50.3,   0.2,   1.2451,   0.2,     1.9, ast,                           
12319-6330, DSC 15          ,HIP 61158   , 187.9840, -63.5059, 2019.0493 , y  2,     47.7,   1.4,   0.1153,   1.4,     3.4,  ,                           
12319-6330, DSC 15          ,HIP 61158   , 187.9840, -63.5059, 2019.0493 , I  2,     48.9,   3.4,   0.1201,   3.4,     3.0,  ,                           
12335+0901, REU 1           , Wolf 424    , 188.3223,   9.0211, 2019.1342 , I  2,    134.4,   0.1,   0.9373,   0.1,     0.4, q,    178.7    0.016 Sca2019b
12371+1753, LSC 51          ,HIP 61577   , 189.2717,  17.8803, 2019.2103 , I  2,     72.9,   3.8,   0.0976,   3.8,     1.6,  ,                           
12386-2704, BWL 32          ,             , 189.6547, -27.0597, 2019.1399 , I  2,    165.3,   6.6,   0.1163,   6.6,     2.2, :,                           
12394+0734, YSC 213 ABC    ,HIP 61754   , 189.8447,   7.5742, 2019.1342 , I  2,    237.9,   0.9,   1.5787,   0.9,     3.4, ast,                           
12394-5338, JNN 80          ,             , 189.8377, -53.6327, 2019.0493 , I  2,    200.4,   0.2,   1.4854,   0.2,     0.1, ast,                           
12407-4803,HIP 61868       ,HIP 61868   , 190.1822, -48.0471, 2019.1394 , I  4,    123.7,   2.2,   0.0558,   2.2,     1.7,  ,                           
12407-4803,HIP 61868       ,HIP 61868   , 190.1822, -48.0471, 2019.3717 , I  2,    135.5,   0.2,   0.0611,   0.2,     1.8,  ,                           
12407-4803,HIP 61868       ,HIP 61868   , 190.1822, -48.0471, 2019.5333 , I  2,    145.3,   0.4,   0.0655,   0.4,     1.8,  ,                           
12415-4858, HJ 4539 AB      ,HIP 61932   , 190.3792, -48.9596, 2019.5333 , y  2,     31.8,   0.1,   0.3448,   0.1,     0.4,  ,      0.6   -0.005 Ary2015b
12417-0127, STF1670 AB      ,HIP 61941   , 190.4150,  -1.4494, 2019.3798 , I  4,    358.0,   0.9,   2.8468,   0.9,     0.1, ast,     -0.3   -0.012 Sca2007c
12419-6444, HDS1779         ,HIP 61959   , 190.4692, -64.7288, 2019.0493 , y  2,    127.0,   0.8,   0.0233,   0.8,     0.0, :,      8.6    0.002 Tok2019c
12419-6444, HDS1779         ,HIP 61959   , 190.4692, -64.7288, 2019.1342 , y  2,    102.4,   2.5,   0.0205,   2.5,     0.0, :,     -8.2   -0.000 Tok2019c
12419-6444, HDS1779         ,HIP 61959   , 190.4692, -64.7288, 2019.5358 , y  2,     56.6,   0.6,   0.0366,   0.6,     1.0,  ,    -19.8    0.013 Tok2019c
12428-5557, KOU 15          ,HIP 62026   , 190.7075, -55.9470, 2019.0493 , y  2,    238.2,   1.0,   0.0876,   1.0,     2.8, q,                           
12428-5557, KOU 15          ,HIP 62026   , 190.7075, -55.9470, 2019.3800 , I  2,    236.3,   4.0,   0.0934,   4.0,     2.3, q,                           
12446-2315, HDS1784         ,HIP 62183   , 191.1616, -23.2512, 2019.1399 , I  2,     45.1,   0.6,   0.5281,   0.6,     2.8, q,                           
12446-5717, FIN 65 AB       ,HIP 62179   , 191.1458, -57.2869, 2019.3801 , I  2,     79.4,   1.5,   0.3096,   1.5,     0.7, :,     -1.3   -0.023 Doc2013d
12455-3727, HDS1788 AaAb   ,HIP 62254   , 191.3663, -37.4492, 2019.5333 , I  2,     18.2,   0.8,   0.0411,   0.8,     1.2, :,                           
12455-4552, HDS1789 AaAb   ,HIP 62252   , 191.3651, -45.8626, 2019.1394 , I  2,    285.4,   0.2,   0.1075,   0.2,     0.2, :,                           
12456-6211, HDS1791         ,HIP 62270   , 191.4121, -62.1896, 2019.5358 , I  2,    152.1,   0.5,   0.1286,   0.5,     0.1,  ,                           
12463-6050, B 1722          ,HIP 62324   , 191.5828, -60.8388, 2019.0493 , y  2,     35.9,   0.2,   0.0598,   0.2,     0.5,  ,                           
12463-6050, B 1722          ,HIP 62324   , 191.5828, -60.8388, 2019.5358 , I  3,     41.2,   1.8,   0.0653,   1.8,     0.6,  ,                           
12463-6806, R 207 AB        ,HIP 62322   , 191.5703, -68.1081, 2019.3800 , I  2,     56.1,   0.2,   0.9771,   0.2,     0.6, ast,     -0.1   -0.003 SOAR2019
12465-2051, RST2814         ,HIP 62337   , 191.6146, -20.8480, 2019.1399 , I  2,    130.7,   0.4,   0.0638,   0.4,     0.0,  ,                           
12474-2935, DAW 105         , HD 111139   , 191.8468, -29.5906, 2019.5359 , I  2,      8.7,   2.7,   0.0320,   2.7,     0.0,  ,                           
12474-2935, DAW 105         , HD 111139   , 191.8468, -29.5906, 2019.5359 , y  2,     15.0,   0.8,   0.0326,   0.8,     0.0, :,                           
12479-5127, TOK 720         ,HIP 62445   , 191.9661, -51.4439, 2019.0493 , I  2,    114.4,   0.5,   0.0570,   0.5,     0.7, q,                           
12479-5127, TOK 720         ,HIP 62445   , 191.9661, -51.4439, 2019.5332 , I  2,    105.8,   0.8,   0.0637,   0.8,     0.8, q,                           
12479-5127, TOK 720         ,HIP 62445   , 191.9661, -51.4439, 2019.5333 , I  2,    106.3,   0.1,   0.0623,   0.1,     0.8,  ,                           
